Name_Surname,Match_ID
Justas Macidulskas [startas],14468
Ernestas Karsten [startas],14468
Aurimas Baubkus [startas],14468
Paulius Lekarevičius [startas],14468
Matas Juodelis [startas],14468
Vladimiras Medvetski [startas],14468
Vytautas Žičius [startas],14468
Laurynas Juknys [startas],14468
Ugnius Juozaitis [startas],14468
Rokas Kulys [startas],14468
Domantas Gegevičius [startas],14468
Robert Choruzij,14468
Kęstutis Panka,14468
Darius Šimanel,14468
Darius Baltiejus Jr,14468
Miguel Gil Mast,14468
Arvydas Stankevičius,14468
Donatas Stakauskas,14468
Eimantas Norkūnas,14468
Aurimas Tamulionis,14468
Arminas Mosteika,14468
Justas Macidulskas [startas],14480
Ernestas Karsten [startas],14480
Kęstutis Panka [startas],14480
Paulius Lekarevičius [startas],14480
Vladimiras Medvetski [startas],14480
Vytautas Žičius [startas],14480
Eimantas Norkūnas [startas],14480
Aurimas Tamulionis [startas],14480
Laurynas Juknys [startas],14480
Ugnius Juozaitis [startas],14480
Rokas Kulys [startas],14480
Maksimas Bechterevas,14480
Darius Šimanel,14480
Darius Baltiejus Jr,14480
Arvydas Stankevičius,14480
Donatas Stakauskas,14480
Žygimantas Juknys,14480
Jonas Poška,14480
Domantas Gegevičius,14480
Tadas Jacinavičius [startas],14507
Ernestas Karsten [startas],14507
Aurimas Baubkus [startas],14507
Paulius Lekarevičius [startas],14507
Vladimiras Medvetski [startas],14507
Vytautas Žičius [startas],14507
Arvydas Stankevičius [startas],14507
Donatas Stakauskas [startas],14507
Kiril Abaškin [startas],14507
Ugnius Juozaitis [startas],14507
Domantas Gegevičius [startas],14507
Darius Šimanel,14507
Arminas Mosteika,14507
Alvinas Dūdėnas,14507
Justas Macidulskas [startas],14540
Tadas Jacinavičius [startas],14540
Ernestas Karsten [startas],14540
Aurimas Baubkus [startas],14540
Paulius Lekarevičius [startas],14540
Vytautas Žičius [startas],14540
Eimantas Norkūnas [startas],14540
Kiril Abaškin [startas],14540
Ugnius Juozaitis [startas],14540
Jonas Poška [startas],14540
Alvinas Dūdėnas [startas],14540
Mindaugas Kriaučiūnas,14540
Kęstutis Panka,14540
Donatas Stakauskas,14540
Tadas Jacinavičius [startas],14566
Ernestas Karsten [startas],14566
Kęstutis Panka [startas],14566
Paulius Lekarevičius [startas],14566
Matas Juodelis [startas],14566
Vladimiras Medvetski [startas],14566
Donatas Stakauskas [startas],14566
Ugnius Juozaitis [startas],14566
Artūras Bubokas [startas],14566
Arminas Mosteika [startas],14566
Alvinas Dūdėnas [startas],14566
Darius Šimanel,14566
Povilas Frankas,14566
Mindaugas Baranauskas,14566
Eimantas Norkūnas,14566
Justas Macidulskas [startas],14599
Tadas Jacinavičius [startas],14599
Ernestas Karsten [startas],14599
Aurimas Baubkus [startas],14599
Darius Šimanel [startas],14599
Paulius Lekarevičius [startas],14599
Matas Juodelis [startas],14599
Vytautas Žičius [startas],14599
Eimantas Norkūnas [startas],14599
Kiril Abaškin [startas],14599
Ugnius Juozaitis [startas],14599
Vladimiras Medvetski,14599
Donatas Stakauskas,14599
Aurimas Tamulionis,14599
Laurynas Juknys,14599
Žygimantas Juknys,14599
Jonas Poška,14599
Arminas Mosteika,14599
Alvinas Dūdėnas,14599
Robert Choruzij [startas],14628
Tadas Jacinavičius [startas],14628
Ernestas Karsten [startas],14628
Kęstutis Panka [startas],14628
Paulius Lekarevičius [startas],14628
Darius Baltiejus Jr [startas],14628
Vytautas Žičius [startas],14628
Donatas Stakauskas [startas],14628
Eimantas Norkūnas [startas],14628
Kiril Abaškin [startas],14628
Alvinas Dūdėnas [startas],14628
Matas Juodelis,14628
Laurynas Zibolis,14628
Justas Macidulskas [startas],14657
Tadas Jacinavičius [startas],14657
Ernestas Karsten [startas],14657
Darius Šimanel [startas],14657
Paulius Lekarevičius [startas],14657
Vytautas Žičius [startas],14657
Arvydas Stankevičius [startas],14657
Donatas Stakauskas [startas],14657
Aurimas Tamulionis [startas],14657
Kiril Abaškin [startas],14657
Alvinas Dūdėnas [startas],14657
Mindaugas Baranauskas,14657
Arminas Mosteika,14657
Robert Choruzij [startas],14688
Tadas Jacinavičius [startas],14688
Ernestas Karsten [startas],14688
Mindaugas Baranauskas [startas],14688
Darius Šimanel [startas],14688
Darius Baltiejus Jr [startas],14688
Matas Juodelis [startas],14688
Vytautas Žičius [startas],14688
Donatas Stakauskas [startas],14688
Kiril Abaškin [startas],14688
Rokas Kulys [startas],14688
Kęstutis Panka,14688
Eimantas Norkūnas,14688
Arminas Mosteika,14688
Alvinas Dūdėnas,14688
Darius Baltiejus Jr [startas],14889
Justas Macidulskas [startas],14889
Tadas Jacinavičius [startas],14889
Ernestas Karsten [startas],14889
Darius Šimanel [startas],14889
Paulius Lekarevičius [startas],14889
Matas Juodelis [startas],14889
Vytautas Žičius [startas],14889
Donatas Stakauskas [startas],14889
Eimantas Norkūnas [startas],14889
Rokas Kulys [startas],14889
Alvinas Dūdėnas [startas],14889
Mindaugas Baranauskas,14889
Laurynas Juknys,14889
Kiril Abaškin,14889
Arminas Mosteika,14889
Justas Macidulskas [startas],14719
Tadas Jacinavičius [startas],14719
Ernestas Karsten [startas],14719
Darius Šimanel [startas],14719
Paulius Lekarevičius [startas],14719
Vytautas Žičius [startas],14719
Donatas Stakauskas [startas],14719
Aurimas Tamulionis [startas],14719
Laurynas Juknys [startas],14719
Rokas Kulys [startas],14719
Alvinas Dūdėnas [startas],14719
Mindaugas Baranauskas,14719
Eimantas Norkūnas,14719
Arminas Mosteika,14719
Justas Macidulskas [startas],14749
Tadas Jacinavičius [startas],14749
Ernestas Karsten [startas],14749
Kęstutis Panka [startas],14749
Paulius Lekarevičius [startas],14749
Vytautas Žičius [startas],14749
Aurimas Tamulionis [startas],14749
Laurynas Juknys [startas],14749
Kiril Abaškin [startas],14749
Rokas Kulys [startas],14749
Alvinas Dūdėnas [startas],14749
Darius Šimanel,14749
Donatas Stakauskas,14749
Eimantas Norkūnas,14749
Domantas Gegevičius,14749
Justas Macidulskas [startas],14780
Tadas Jacinavičius [startas],14780
Ernestas Karsten [startas],14780
Aurimas Baubkus [startas],14780
Darius Šimanel [startas],14780
Paulius Lekarevičius [startas],14780
Vytautas Žičius [startas],14780
Aurimas Tamulionis [startas],14780
Kiril Abaškin [startas],14780
Ugnius Juozaitis [startas],14780
Rokas Kulys [startas],14780
Darius Baltiejus Jr,14780
Donatas Stakauskas,14780
Arminas Mosteika,14780
Tadas Jacinavičius [startas],15038
Ernestas Karsten [startas],15038
Aurimas Baubkus [startas],15038
Darius Šimanel [startas],15038
Darius Baltiejus Jr [startas],15038
Vytautas Žičius [startas],15038
Donatas Stakauskas [startas],15038
Laurynas Juknys [startas],15038
Kiril Abaškin [startas],15038
Ugnius Juozaitis [startas],15038
Artūras Bubokas [startas],15038
Justas Macidulskas,15038
Vladimiras Medvetski,15038
Aurimas Tamulionis,15038
Ričard Jankovskij,15038
Arminas Mosteika,15038
Lukas Žukauskas,15038
Alvinas Dūdėnas,15038
Domantas Gegevičius,15038
Justas Macidulskas [startas],15065
Tadas Jacinavičius [startas],15065
Ernestas Karsten [startas],15065
Aurimas Baubkus [startas],15065
Paulius Lekarevičius [startas],15065
Vladimiras Medvetski [startas],15065
Vytautas Žičius [startas],15065
Laurynas Juknys [startas],15065
Ričard Jankovskij [startas],15065
Lukas Žukauskas [startas],15065
Alvinas Dūdėnas [startas],15065
Mindaugas Baranauskas,15065
Donatas Stakauskas,15065
Eimantas Norkūnas,15065
Jonas Poška,15065
Justas Macidulskas [startas],15098
Tadas Jacinavičius [startas],15098
Ernestas Karsten [startas],15098
Paulius Lekarevičius [startas],15098
Matas Juodelis [startas],15098
Vytautas Žičius [startas],15098
Laurynas Juknys [startas],15098
Ričard Jankovskij [startas],15098
Ugnius Juozaitis [startas],15098
Lukas Žukauskas [startas],15098
Alvinas Dūdėnas [startas],15098
Mindaugas Baranauskas,15098
Vladimiras Medvetski,15098
Donatas Stakauskas,15098
Eimantas Norkūnas,15098
Aurimas Tamulionis,15098
Arminas Mosteika,15098
Justas Macidulskas [startas],15124
Tadas Jacinavičius [startas],15124
Ernestas Karsten [startas],15124
Aurimas Baubkus [startas],15124
Paulius Lekarevičius [startas],15124
Matas Juodelis [startas],15124
Vladimiras Medvetski [startas],15124
Vytautas Žičius [startas],15124
Laurynas Juknys [startas],15124
Kiril Abaškin [startas],15124
Lukas Žukauskas [startas],15124
Darius Šimanel,15124
Darius Baltiejus Jr,15124
Donatas Stakauskas,15124
Eimantas Norkūnas,15124
Ričard Jankovskij,15124
Artūras Bubokas,15124
Jonas Poška,15124
Arminas Mosteika,15124
Alvinas Dūdėnas,15124
Justas Macidulskas [startas],15186
Ernestas Karsten [startas],15186
Paulius Lekarevičius [startas],15186
Vladimiras Medvetski [startas],15186
Vytautas Žičius [startas],15186
Donatas Stakauskas [startas],15186
Kiril Abaškin [startas],15186
Ričard Jankovskij [startas],15186
Ugnius Juozaitis [startas],15186
Artūras Bubokas [startas],15186
Domantas Gegevičius [startas],15186
Mindaugas Baranauskas,15186
Eimantas Norkūnas,15186
Jonas Poška,15186
Arminas Mosteika,15186
Lukas Žukauskas,15186
Alvinas Dūdėnas,15186
Justas Macidulskas [startas],15157
Ernestas Karsten [startas],15157
Aurimas Baubkus [startas],15157
Paulius Lekarevičius [startas],15157
Vladimiras Medvetski [startas],15157
Vytautas Žičius [startas],15157
Laurynas Juknys [startas],15157
Kiril Abaškin [startas],15157
Ričard Jankovskij [startas],15157
Lukas Žukauskas [startas],15157
Rokas Kulys [startas],15157
Darius Šimanel,15157
Darius Baltiejus Jr,15157
Eimantas Norkūnas,15157
Jonas Poška,15157
Arminas Mosteika,15157
Alvinas Dūdėnas,15157
Domantas Gegevičius,15157
Justas Macidulskas [startas],15246
Tadas Jacinavičius [startas],15246
Aurimas Baubkus [startas],15246
Darius Šimanel [startas],15246
Paulius Lekarevičius [startas],15246
Vytautas Žičius [startas],15246
Laurynas Juknys [startas],15246
Kiril Abaškin [startas],15246
Ričard Jankovskij [startas],15246
Lukas Žukauskas [startas],15246
Domantas Gegevičius [startas],15246
Matas Juodelis,15246
Artūras Bubokas,15246
Arminas Mosteika,15246
Rokas Kulys,15246
Alvinas Dūdėnas,15246
Justas Macidulskas [startas],15277
Tadas Jacinavičius [startas],15277
Ernestas Karsten [startas],15277
Aurimas Baubkus [startas],15277
Paulius Lekarevičius [startas],15277
Vladimiras Medvetski [startas],15277
Vytautas Žičius [startas],15277
Laurynas Juknys [startas],15277
Kiril Abaškin [startas],15277
Ugnius Juozaitis [startas],15277
Domantas Gegevičius [startas],15277
Darius Šimanel,15277
Darius Baltiejus Jr,15277
Matas Juodelis,15277
Donatas Stakauskas,15277
Eimantas Norkūnas,15277
Ričard Jankovskij,15277
Artūras Bubokas,15277
Jonas Poška,15277
Lukas Žukauskas,15277
Rokas Kulys,15277
Alvinas Dūdėnas,15277
Justas Macidulskas [startas],15307
Tadas Jacinavičius [startas],15307
Ernestas Karsten [startas],15307
Aurimas Baubkus [startas],15307
Paulius Lekarevičius [startas],15307
Vytautas Žičius [startas],15307
Laurynas Juknys [startas],15307
Kiril Abaškin [startas],15307
Ugnius Juozaitis [startas],15307
Rokas Kulys [startas],15307
Domantas Gegevičius [startas],15307
Darius Šimanel,15307
Darius Baltiejus Jr,15307
Donatas Stakauskas,15307
Aurimas Tamulionis,15307
Arminas Mosteika,15307
Alvinas Dūdėnas,15307
Justas Macidulskas [startas],15338
Tadas Jacinavičius [startas],15338
Ernestas Karsten [startas],15338
Aurimas Baubkus [startas],15338
Paulius Lekarevičius [startas],15338
Vladimiras Medvetski [startas],15338
Vytautas Žičius [startas],15338
Laurynas Juknys [startas],15338
Kiril Abaškin [startas],15338
Ričard Jankovskij [startas],15338
Alvinas Dūdėnas [startas],15338
Darius Šimanel,15338
Darius Baltiejus Jr,15338
Matas Juodelis,15338
Arvydas Stankevičius,15338
Donatas Stakauskas,15338
Eimantas Norkūnas,15338
Gediminas Repšys,15338
Jonas Poška,15338
Rokas Kulys,15338
Justas Macidulskas [startas],16461
Tadas Jacinavičius [startas],16461
Ernestas Karsten [startas],16461
Aurimas Baubkus [startas],16461
Paulius Lekarevičius [startas],16461
Matas Juodelis [startas],16461
Vytautas Žičius [startas],16461
Laurynas Juknys [startas],16461
Kiril Abaškin [startas],16461
Rokas Kulys [startas],16461
Domantas Gegevičius [startas],16461
Darius Šimanel,16461
Vladimiras Medvetski,16461
Donatas Stakauskas,16461
Aurimas Tamulionis,16461
Ričard Jankovskij,16461
Mykolas Antušas,16461
Alvinas Dūdėnas,16461
Justas Macidulskas [startas],16767
Tadas Jacinavičius [startas],16767
Aurimas Baubkus [startas],16767
Paulius Lekarevičius [startas],16767
Vytautas Žičius [startas],16767
Laurynas Juknys [startas],16767
Kiril Abaškin [startas],16767
Ričard Jankovskij [startas],16767
Mykolas Antušas [startas],16767
Rokas Kulys [startas],16767
Domantas Gegevičius [startas],16767
Ernestas Karsten,16767
Darius Šimanel,16767
Donatas Stakauskas,16767
Ugnius Juozaitis,16767
Alvinas Dūdėnas,16767
Justas Macidulskas [startas],16489
Tadas Jacinavičius [startas],16489
Ernestas Karsten [startas],16489
Aurimas Baubkus [startas],16489
Paulius Lekarevičius [startas],16489
Vytautas Žičius [startas],16489
Donatas Stakauskas [startas],16489
Laurynas Juknys [startas],16489
Mykolas Antušas [startas],16489
Rokas Kulys [startas],16489
Alvinas Dūdėnas [startas],16489
Eimantas Norkūnas,16489
Domantas Gegevičius,16489
Justas Macidulskas [startas],16517
Tadas Jacinavičius [startas],16517
Aurimas Baubkus [startas],16517
Paulius Lekarevičius [startas],16517
Matas Juodelis [startas],16517
Vytautas Žičius [startas],16517
Donatas Stakauskas [startas],16517
Eimantas Norkūnas [startas],16517
Aurimas Tamulionis [startas],16517
Laurynas Juknys [startas],16517
Domantas Gegevičius [startas],16517
Ernestas Karsten,16517
Darius Šimanel,16517
Alvinas Dūdėnas,16517
Justas Macidulskas [startas],16547
Tadas Jacinavičius [startas],16547
Ernestas Karsten [startas],16547
Aurimas Baubkus [startas],16547
Vytautas Žičius [startas],16547
Donatas Stakauskas [startas],16547
Eimantas Norkūnas [startas],16547
Laurynas Juknys [startas],16547
Mykolas Antušas [startas],16547
Rokas Kulys [startas],16547
Domantas Gegevičius [startas],16547
Alvinas Dūdėnas,16547
Deividas Alekna,16547
Justas Macidulskas [startas],16572
Tadas Jacinavičius [startas],16572
Ernestas Karsten [startas],16572
Paulius Lekarevičius [startas],16572
Matas Juodelis [startas],16572
Vytautas Žičius [startas],16572
Eimantas Norkūnas [startas],16572
Laurynas Juknys [startas],16572
Mykolas Antušas [startas],16572
Rokas Kulys [startas],16572
Domantas Gegevičius [startas],16572
Aurimas Baubkus,16572
Donatas Stakauskas,16572
Žygimantas Juknys,16572
Alvinas Dūdėnas,16572
Deividas Alekna,16572
Justas Macidulskas [startas],16598
Ernestas Karsten [startas],16598
Aurimas Baubkus [startas],16598
Paulius Lekarevičius [startas],16598
Matas Juodelis [startas],16598
Vytautas Žičius [startas],16598
Aurimas Tamulionis [startas],16598
Laurynas Juknys [startas],16598
Artūras Bubokas [startas],16598
Mykolas Antušas [startas],16598
Deividas Alekna [startas],16598
Tadas Jacinavičius,16598
Darius Šimanel,16598
Donatas Stakauskas,16598
Eimantas Norkūnas,16598
Gediminas Repšys,16598
Žygimantas Juknys,16598
Alvinas Dūdėnas,16598
Justas Macidulskas [startas],16628
Tadas Jacinavičius [startas],16628
Aurimas Baubkus [startas],16628
Paulius Lekarevičius [startas],16628
Matas Juodelis [startas],16628
Vytautas Žičius [startas],16628
Laurynas Juknys [startas],16628
Žygimantas Juknys [startas],16628
Artūras Bubokas [startas],16628
Domantas Gegevičius [startas],16628
Deividas Alekna [startas],16628
Ernestas Karsten,16628
Eimantas Norkūnas,16628
Aurimas Tamulionis,16628
Alvinas Dūdėnas,16628
Robert Choruzij [startas],16658
Ernestas Karsten [startas],16658
Aurimas Baubkus [startas],16658
Darius Šimanel [startas],16658
Matas Juodelis [startas],16658
Vytautas Žičius [startas],16658
Laurynas Juknys [startas],16658
Žygimantas Juknys [startas],16658
Alvinas Dūdėnas [startas],16658
Domantas Gegevičius [startas],16658
Deividas Alekna [startas],16658
Donatas Stakauskas,16658
Eimantas Norkūnas,16658
Justas Macidulskas [startas],16685
Tadas Jacinavičius [startas],16685
Ernestas Karsten [startas],16685
Aurimas Baubkus [startas],16685
Paulius Lekarevičius [startas],16685
Vytautas Žičius [startas],16685
Laurynas Juknys [startas],16685
Žygimantas Juknys [startas],16685
Mykolas Antušas [startas],16685
Domantas Gegevičius [startas],16685
Deividas Alekna [startas],16685
Darius Šimanel,16685
Donatas Stakauskas,16685
Aurimas Tamulionis,16685
Alvinas Dūdėnas,16685
Justas Macidulskas [startas],16712
Tadas Jacinavičius [startas],16712
Aurimas Baubkus [startas],16712
Paulius Lekarevičius [startas],16712
Matas Juodelis [startas],16712
Vytautas Žičius [startas],16712
Donatas Stakauskas [startas],16712
Eimantas Norkūnas [startas],16712
Artūras Bubokas [startas],16712
Mykolas Antušas [startas],16712
Domantas Gegevičius [startas],16712
Ernestas Karsten,16712
Darius Šimanel,16712
Aurimas Tamulionis,16712
Alvinas Dūdėnas,16712
Justas Macidulskas [startas],16732
Tadas Jacinavičius [startas],16732
Ernestas Karsten [startas],16732
Aurimas Baubkus [startas],16732
Darius Šimanel [startas],16732
Paulius Lekarevičius [startas],16732
Vytautas Žičius [startas],16732
Aurimas Tamulionis [startas],16732
Laurynas Juknys [startas],16732
Alvinas Dūdėnas [startas],16732
Domantas Gegevičius [startas],16732
Donatas Stakauskas,16732
Žygimantas Juknys,16732
Mykolas Antušas,16732
Robert Choruzij [startas],16833
Tadas Jacinavičius [startas],16833
Ernestas Karsten [startas],16833
Aurimas Baubkus [startas],16833
Darius Šimanel [startas],16833
Paulius Lekarevičius [startas],16833
Matas Juodelis [startas],16833
Vytautas Žičius [startas],16833
Artūras Bubokas [startas],16833
Domas Verbušaitis [startas],16833
Deividas Alekna [startas],16833
Ignas Griškonis,16833
Eimantas Norkūnas,16833
Domantas Gegevičius,16833
Justas Macidulskas [startas],16861
Tadas Jacinavičius [startas],16861
Ernestas Karsten [startas],16861
Aurimas Baubkus [startas],16861
Paulius Lekarevičius [startas],16861
Matas Juodelis [startas],16861
Vytautas Žičius [startas],16861
Eimantas Norkūnas [startas],16861
Artūras Bubokas [startas],16861
Mykolas Antušas [startas],16861
Domantas Gegevičius [startas],16861
Darius Šimanel,16861
Donatas Stakauskas,16861
Ignas Griškonis,16861
Tadas Jacinavičius [startas],16889
Aurimas Baubkus [startas],16889
Darius Šimanel [startas],16889
Vytautas Žičius [startas],16889
Donatas Stakauskas [startas],16889
Eimantas Norkūnas [startas],16889
Arminas Mosteika [startas],16889
Domas Verbušaitis [startas],16889
Deividas Alekna [startas],16889
Matas Juodelis,16889
Laurynas Juknys,16889
Justas Macidulskas [startas],16919
Tadas Jacinavičius [startas],16919
Aurimas Baubkus [startas],16919
Paulius Lekarevičius [startas],16919
Vytautas Žičius [startas],16919
Donatas Stakauskas [startas],16919
Ugnius Juozaitis [startas],16919
Domas Verbušaitis [startas],16919
Rokas Kulys [startas],16919
Domantas Gegevičius [startas],16919
Deividas Alekna [startas],16919
Ernestas Karsten,16919
Ignas Griškonis,16919
Arminas Mosteika,16919
Mykolas Antušas,16919
Robert Choruzij [startas],16944
Tadas Jacinavičius [startas],16944
Ernestas Karsten [startas],16944
Aurimas Baubkus [startas],16944
Paulius Lekarevičius [startas],16944
Laurynas Juknys [startas],16944
Ugnius Juozaitis [startas],16944
Mykolas Antušas [startas],16944
Domas Verbušaitis [startas],16944
Rokas Kulys [startas],16944
Domantas Gegevičius [startas],16944
Donatas Stakauskas,16944
Ignas Griškonis,16944
Žygimantas Juknys,16944
Arminas Mosteika,16944
Robert Choruzij [startas],16970
Tadas Jacinavičius [startas],16970
Aurimas Baubkus [startas],16970
Darius Šimanel [startas],16970
Paulius Lekarevičius [startas],16970
Donatas Stakauskas [startas],16970
Eimantas Norkūnas [startas],16970
Ignas Griškonis [startas],16970
Laurynas Juknys [startas],16970
Domas Verbušaitis [startas],16970
Domantas Gegevičius [startas],16970
Vladimiras Medvetski,16970
Robert Choruzij [startas],17000
Tadas Jacinavičius [startas],17000
Aurimas Baubkus [startas],17000
Darius Šimanel [startas],17000
Paulius Lekarevičius [startas],17000
Vladimiras Medvetski [startas],17000
Ignas Griškonis [startas],17000
Laurynas Juknys [startas],17000
Ugnius Juozaitis [startas],17000
Domas Verbušaitis [startas],17000
Rokas Kulys [startas],17000
Žygimantas Juknys,17000
Arminas Mosteika,17000
Robert Choruzij [startas],17030
Tadas Jacinavičius [startas],17030
Ernestas Karsten [startas],17030
Darius Šimanel [startas],17030
Paulius Lekarevičius [startas],17030
Vytautas Žičius [startas],17030
Ignas Griškonis [startas],17030
Ugnius Juozaitis [startas],17030
Mykolas Antušas [startas],17030
Domas Verbušaitis [startas],17030
Rokas Kulys [startas],17030
Vladimiras Medvetski,17030
Donatas Stakauskas,17030
Robert Choruzij [startas],17084
Tadas Jacinavičius [startas],17084
Aurimas Baubkus [startas],17084
Matas Juodelis [startas],17084
Vladimiras Medvetski [startas],17084
Vytautas Žičius [startas],17084
Eimantas Norkūnas [startas],17084
Laurynas Juknys [startas],17084
Žygimantas Juknys [startas],17084
Domas Verbušaitis [startas],17084
Alvinas Dūdėnas [startas],17084
Donatas Stakauskas,17084
Kiril Abaškin,17084
Arminas Mosteika,17084
Tadas Jacinavičius [startas],17104
Ernestas Karsten [startas],17104
Aurimas Baubkus [startas],17104
Paulius Lekarevičius [startas],17104
Vytautas Žičius [startas],17104
